1475877600	349.524658
1475878538	349.533777
1475879477	349.537081
1475880416	349.542723
1475881354	349.551376
1475882293	349.5573
1475883232	349.56198
1475884170	349.565313
1475885109	349.57246
1475886048	349.583348
1475886986	349.586294
1475887925	349.595421
1475888864	349.60464
1475889802	349.608471
1475890741	349.612328
1475891680	349.615839
1475892619	349.625335
1475893557	349.63383
1475894496	349.636845
1475895435	349.648075
1475896373	349.654632
1475897312	349.659466
1475898251	349.672358
1475899189	349.676321
1475900128	349.679457
1475901067	349.683265
1475902005	349.688223
1475902944	349.701267
1475903883	349.705035
1475904822	349.709128
1475905760	349.722409
1475906699	349.726848
1475907638	349.730943
1475908576	349.735783
1475909515	349.742262
1475910454	349.750769
1475911392	349.754433
1475912331	349.758834
1475913270	349.771767
1475914208	349.775285
1475915147	349.779714
1475916086	349.79543
1475917025	349.790326
