1475877600	349.518205
1475878538	349.530517
1475879477	349.532468
1475880416	349.538075
1475881354	349.5473
1475882293	349.552935
1475883232	349.557472
1475884170	349.560632
1475885109	349.567888
1475886048	349.580557
1475886986	349.581816
1475887925	349.591293
1475888864	349.601536
1475889802	349.603736
1475890741	349.607657
1475891680	349.611131
1475892619	349.620819
1475893557	349.630732
1475894496	349.632135
1475895435	349.643495
1475896373	349.650816
1475897312	349.654797
1475898251	349.668523
1475899189	349.671916
1475900128	349.674971
1475901067	349.67905
1475902005	349.683749
1475902944	349.696966
1475903883	349.700656
1475904822	349.704429
1475905760	349.718268
1475906699	349.722341
1475907638	349.726238
1475908576	349.731383
1475909515	349.738351
1475910454	349.747246
1475911392	349.749853
1475912331	349.754082
1475913270	349.767503
1475914208	349.7708
1475915147	349.774988
1475916086	349.791445
1475917025	349.785222
